CIP2020Code,CIP2020Title,SOC2018Code,SOC2018Title
61.1799,"Otolaryngology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.1799,"Otolaryngology Residency/Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.1799,"Otolaryngology Residency/Fellowship Programs, Other.",29-1249,"Surgeons, All Other"
61.1802,Anatomic Pathology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1802,Anatomic Pathology Residency Program.,29-1222,"Physicians, Pathologists"
61.1803,Clinical Pathology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.1803,Clinical Pathology Residency Program.,29-1222,"Physicians, Pathologists"
61.1899,"Pathology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.1899,"Pathology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.1899,"Pathology Residency/Fellowship Programs, Other.",29-1222,"Physicians, Pathologists"
61.1999,"Pediatrics Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.1999,"Pediatrics Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.1999,"Pediatrics Residency/Fellowship Programs, Other.",29-1221,"Pediatricians, General"
61.2099,"Physical Medicine and Rehabilitation Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.2099,"Physical Medicine and Rehabilitation Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.2099,"Physical Medicine and Rehabilitation Residency/Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.2102,Integrated Plastic Surgery Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2102,Integrated Plastic Surgery Residency Program.,29-1243,Pediatric Surgeons
61.2102,Integrated Plastic Surgery Residency Program.,29-1249,"Surgeons, All Other"
61.2199,"Plastic Surgery Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.2199,"Plastic Surgery Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.2199,"Plastic Surgery Residency/Fellowship Programs, Other.",29-1243,Pediatric Surgeons
61.2199,"Plastic Surgery Residency/Fellowship Programs, Other.",29-1249,"Surgeons, All Other"
61.2201,Podiatric Medicine and Surgery Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2201,Podiatric Medicine and Surgery Residency Program.,29-1081,Podiatrists
61.2299,"Podiatric Medicine Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.2299,"Podiatric Medicine Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.2299,"Podiatric Medicine Residency/Fellowship Programs, Other.",29-1081,Podiatrists
61.2399,"Preventive Medicine Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.2399,"Preventive Medicine Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.2399,"Preventive Medicine Residency/Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.2499,"Psychiatry Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.2499,"Psychiatry Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.2499,"Psychiatry Residency/Fellowship Programs, Other.",29-1223,Psychiatrists
61.2599,"Radiation Oncology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.2599,"Radiation Oncology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.2599,"Radiation Oncology Residency/Fellowship Programs, Other.",29-1224,Radiologists
61.2599,"Radiation Oncology Residency/Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.2602,Integrated Interventional Radiology Residency Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2602,Integrated Interventional Radiology Residency Program.,29-1224,Radiologists
61.2603,Abdominal Radiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2603,Abdominal Radiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2603,Abdominal Radiology Fellowship Program.,29-1224,Radiologists
61.2606,Musculoskeletal Radiology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2606,Musculoskeletal Radiology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2606,Musculoskeletal Radiology Fellowship Program.,29-1224,Radiologists
61.2699,"Radiology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.2699,"Radiology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.2699,"Radiology Residency/Fellowship Programs, Other.",29-1224,Radiologists
61.2703,Complex General Surgical Oncology Fellowship Program.,19-1042,"Medical Scientists, Except Epidemiologists"
61.2703,Complex General Surgical Oncology Fellowship Program.,25-1071,"Health Specialties Teachers, Postsecondary"
61.2703,Complex General Surgical Oncology Fellowship Program.,29-1249,"Surgeons, All Other"
61.2799,"Surgery Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.2799,"Surgery Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.2799,"Surgery Residency/Fellowship Programs, Other.",29-1249,"Surgeons, All Other"
61.2899,"Urology Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.2899,"Urology Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.2899,"Urology Residency/Fellowship Programs, Other.",29-1249,"Surgeons, All Other"
61.9999,"Medical Residency/Fellowship Programs, Other.",19-1042,"Medical Scientists, Except Epidemiologists"
61.9999,"Medical Residency/Fellowship Programs, Other.",25-1071,"Health Specialties Teachers, Postsecondary"
61.9999,"Medical Residency/Fellowship Programs, Other.",29-1229,"Physicians, All Other"
61.9999,"Medical Residency/Fellowship Programs, Other.",29-1249,"Surgeons, All Other"
